,tweet_id,favorites,retweets
0,892420643555336193,38915,8627
1,892177421306343426,33326,6336
2,891815181378084864,25102,4207
3,891689557279858688,42268,8745
4,891327558926688256,40427,9507
5,891087950875897856,20275,3150
6,890971913173991426,11890,2099
7,890729181411237888,65756,19118
8,890609185150312448,27854,4316
9,890240255349198849,32040,7503
10,890006608113172480,30749,7426
11,889880896479866881,27871,5024
12,889665388333682689,48243,10179
13,889638837579907072,27262,4594
14,889531135344209921,15131,2262
15,889278841981685760,25388,5496
16,888917238123831296,29171,4553
17,888804989199671297,25680,4395
18,888554962724278272,19983,3622
19,888078434458587136,21832,3536
20,887705289381826560,30292,5453
21,887517139158093824,46386,11794
22,887473957103951883,69326,18435
23,887343217045368832,33790,10520
24,887101392804085760,30645,6031
25,886983233522544640,35269,7847
26,886736880519319552,12108,3337
27,886680336477933568,22498,4522
28,886366144734445568,21186,3221
29,886267009285017600,116,4
30,886258384151887873,28045,6368
31,886054160059072513,0,105
32,885984800019947520,32814,6890
33,885528943205470208,36118,6516
34,885518971528720385,20489,3804
35,885311592912609280,0,18781
36,885167619883638784,22013,4431
37,884925521741709313,77801,18663
38,884876753390489601,28035,5862
39,884562892145688576,24374,4934
40,884441805382717440,27082,5721
41,884247878851493888,73237,20663
42,884162670584377345,20447,3027
43,883838122936631299,21974,3488
44,883482846933004288,46094,10079
45,883360690899218434,22628,3730
46,883117836046086144,37350,6754
47,882992080364220416,24028,3981
48,882762694511734784,28401,4988
49,882627270321602560,27966,6170
50,882268110199369728,45121,11753
51,882045870035918850,29459,5048
52,881906580714921986,24371,3435
53,881666595344535552,50712,10809
54,881633300179243008,127,7
55,881536004380872706,49628,16183
56,881268444196462592,23141,5210
57,880935762899988482,17062,2814
58,880872448815771648,21369,3866
59,880465832366813184,28623,6368
60,880221127280381952,27161,4287
61,880095782870896641,27713,4413
62,879862464715927552,22373,3544
63,879674319642796034,314,10
64,879492040517615616,23481,3224
65,879415818425184262,106261,44762
66,879376492567855104,16821,3159
67,879130579576475649,0,6939
68,879050749262655488,22662,4780
69,879008229531029506,19030,2730
70,878776093423087618,19440,4181
71,878604707211726852,30386,7348
72,878404777348136964,0,1312
73,878316110768087041,0,6762
74,878281511006478336,7781,1312
75,878057613040115712,42197,6939
76,877736472329191424,80294,19467
77,877611172832227328,0,81
78,877556246731214848,22855,3887
79,877316821321428993,27455,5258
80,877201837425926144,27246,5690
81,876838120628539392,20764,3416
82,876537666061221889,23535,4684
83,876484053909872640,18847,2442
84,876120275196170240,28042,4775
85,875747767867523072,25310,4366
86,875144289856114688,22017,5009
87,875097192612077568,27535,6148
88,875021211251597312,25600,4796
89,874680097055178752,27991,4727
90,874434818259525634,0,15063
91,874296783580663808,26202,4194
92,874057562936811520,22770,4031
93,874012996292530176,34897,10672
94,873580283840344065,24397,4029
95,873337748698140672,0,1621
96,873213775632977920,7313,1621
97,872967104147763200,27559,5513
98,872820683541237760,14818,3779
99,872668790621863937,0,28
100,872620804844003328,20936,3790
101,872486979161796608,40988,9202
102,872261713294495745,34506,6477
103,872122724285648897,34729,8314
104,871879754684805121,38388,11501
105,871762521631449091,20442,3566
106,871515927908634625,20397,3539
107,871166179821445120,0,5827
108,871102520638267392,21121,5619
109,871032628920680449,22883,3899
110,870804317367881728,34005,6384
111,870726314365509632,120,3
112,870656317836468226,12581,2726
113,870374049280663552,83624,26968
114,870308999962521604,22071,4270
115,870063196459192321,37119,8604
116,869772420881756160,42946,10352
117,869702957897576449,28619,6526
118,869596645499047938,16207,3232
119,869227993411051520,20732,3915
120,868880397819494401,66608,14988
121,868639477480148993,0,2167
122,868622495443632128,27802,5959
123,868552278524837888,10345,2167
124,867900495410671616,24560,4322
125,867774946302451713,34557,7585
126,867421006826221569,16452,2609
127,867072653475098625,0,131
128,867051520902168576,32825,8172
129,866720684873056260,20491,5017
130,866686824827068416,19728,3625
131,866450705531457537,124578,36617
132,866334964761202691,53694,15063
133,866094527597207552,0,8702
134,865718153858494464,26147,5833
135,865359393868664832,27053,5218
136,865006731092295680,28604,8000
137,864873206498414592,33045,9112
138,864279568663928832,14950,3181
139,864197398364647424,30876,9362
140,863907417377173506,21111,4328
141,863553081350529029,15657,4358
142,863471782782697472,0,2591
143,863432100342583297,24362,5522
144,863427515083354112,2316,101
145,863079547188785154,8963,1153
146,863062471531167744,8763,2591
147,862831371563274240,19669,5315
148,862722525377298433,17510,3705
149,862457590147678208,21086,5207
150,862096992088072192,76637,24435
151,861383897657036800,37060,11225
152,861288531465048066,17674,4376
153,861005113778896900,17193,4001
154,860981674716409858,0,2268
155,860924035999428608,0,856
156,860563773140209665,7723,2268
157,860524505164394496,24291,5545
158,860276583193509888,18829,3653
159,860184849394610176,17172,6149
160,860177593139703809,0,32481
161,859924526012018688,20114,4309
162,859851578198683649,15847,3685
163,859607811541651456,19141,1657
164,859196978902773760,92802,31903
165,859074603037188101,34951,14368
166,858860390427611136,0,8571
167,858843525470990336,16039,3668
168,858471635011153920,22200,5113
169,858107933456039936,16237,3079
170,857989990357356544,16646,2730
171,857746408056729600,35389,11219
172,857393404942143489,6118,1726
173,857263160327368704,20669,4792
174,857214891891077121,238,20
175,857062103051644929,0,179
176,857029823797047296,19570,4243
177,856602993587888130,0,11319
178,856543823941562368,16862,3052
179,856526610513747968,12240,1999
180,856330835276025856,0,718
181,856288084350160898,535,17
182,856282028240666624,28651,6687
183,855862651834028034,362,28
184,855860136149123072,5115,1101
185,855857698524602368,12266,2248
186,855851453814013952,47107,18750
187,855818117272018944,27588,5786
188,855459453768019968,31115,8752
189,855245323840757760,0,6362
190,855138241867124737,0,49
191,854732716440526848,23765,6511
192,854482394044301312,30563,7357
193,854365224396361728,19685,5022
194,854120357044912130,33294,8024
195,854010172552949760,16878,3360
196,853760880890318849,29882,6220
197,853639147608842240,36501,10901
198,853299958564483072,16251,3823
199,852936405516943360,0,2174
200,852912242202992640,9470,1981
201,852672615818899456,15643,2311
202,852553447878664193,17170,3780
203,852311364735569921,34739,10666
204,852226086759018497,20977,7363
205,852189679701164033,12018,1703
206,851953902622658560,0,10405
207,851861385021730816,0,23
208,851591660324737024,17025,3737
209,851464819735769094,25518,7632
210,851224888060895234,21727,6186
211,850753642995093505,32718,10063
212,850380195714523136,13742,2825
213,850333567704068097,3591,361
214,850145622816686080,17210,4133
215,850019790995546112,21570,5312
216,849776966551130114,32123,8248
217,849668094696017920,0,5386
218,849412302885593088,16749,3399
219,849336543269576704,12061,2051
220,849051919805034497,44780,9264
221,848690551926992896,26640,4688
222,848324959059550208,26166,5003
223,848213670039564288,8644,814
224,848212111729840128,17289,3349
225,847978865427394560,0,3547
226,847971574464610304,0,467
227,847962785489326080,24846,5575
228,847842811428974592,5818,1468
229,847617282490613760,7424,457
230,847606175596138505,19847,3677
231,847251039262605312,21625,4659
232,847157206088847362,21180,6376
233,847116187444137987,22693,3479
234,846874817362120707,21285,4286
235,846514051647705089,47420,12668
236,846505985330044928,15014,3383
237,846153765933735936,33714,9882
238,846139713627017216,32703,10725
239,846042936437604353,16979,3141
240,845812042753855489,31116,9559
241,845677943972139009,26669,5223
242,845397057150107648,8102,1996
243,845306882940190720,24789,5889
244,845098359547420673,0,8404
245,844979544864018432,14477,2832
246,844973813909606400,16089,3519
247,844704788403113984,41217,11319
248,844580511645339650,17520,3430
249,844223788422217728,14500,2399
250,843981021012017153,16057,3198
251,843856843873095681,22783,5073
252,843604394117681152,17983,2996
253,843235543001513987,22886,6638
254,842846295480000512,16190,3926
255,842765311967449089,7191,1404
256,842535590457499648,19269,3836
257,842163532590374912,26121,6362
258,842115215311396866,14942,3314
259,841833993020538882,0,16935
260,841680585030541313,27330,8514
261,841439858740625411,13491,4045
262,841320156043304961,21055,5956
263,841314665196081154,16961,5167
264,841077006473256960,24475,5827
265,840761248237133825,0,1933
266,840728873075638272,0,17800
267,840698636975636481,195,3
268,840696689258311684,13147,1089
269,840632337062862849,9597,1933
270,840370681858686976,17598,5017
271,840268004936019968,20594,6312
272,839990271299457024,14356,2531
273,839549326359670784,29452,8571
274,839290600511926273,0,155
275,839239871831150596,29100,7215
276,838952994649550848,20994,4393
277,838921590096166913,11959,2290
278,838916489579200512,0,37
279,838831947270979586,0,12230
280,838561493054533637,11683,1468
281,838476387338051585,24221,5321
282,838201503651401729,0,11189
283,838150277551247360,1793,358
284,838085839343206401,149,0
285,838083903487373313,18882,3476
286,837820167694528512,36647,8702
287,837482249356513284,4126,490
288,837471256429613056,13736,2554
289,837366284874571778,22651,5849
290,837110210464448512,17164,2655
291,836989968035819520,13643,2542
292,836753516572119041,20635,5099
293,836677758902222849,13521,2453
294,836648853927522308,0,609
295,836397794269200385,0,30504
296,836380477523124226,15786,3251
297,836260088725786625,22775,4737
298,836001077879255040,20512,4781
299,835685285446955009,0,9068
300,835574547218894849,19118,4014
301,835536468978302976,0,1884
302,835309094223372289,0,23317
303,835297930240217089,17585,3306
304,835264098648616962,8339,1884
305,835246439529840640,2238,81
306,835172783151792128,28048,6370
307,835152434251116546,24128,3359
308,834931633769889797,11635,1828
309,834786237630337024,22643,6043
310,834574053763584002,14732,2808
311,834477809192075265,0,11826
312,834458053273591808,10329,1857
313,834209720923721728,22150,5315
314,834167344700198914,16923,4024
315,834089966724603904,10791,2358
316,834086379323871233,14031,2457
317,833863086058651648,14407,2668
318,833826103416520705,16478,3816
319,833732339549220864,0,242
320,833722901757046785,22213,3556
321,833479644947025920,15979,2292
322,833124694597443584,21740,5386
323,832998151111966721,14316,2462
324,832769181346996225,0,42
325,832757312314028032,18108,4022
326,832682457690300417,12788,3271
327,832645525019123713,3139,578
328,832636094638288896,17072,3116
329,832397543355072512,12870,2479
330,832369877331693569,18474,3547
331,832273440279240704,12156,2596
332,832215909146226688,0,6884
333,832215726631055365,0,10420
334,832088576586297345,72,2
335,832040443403784192,0,10823
336,832032802820481025,19253,5190
337,831939777352105988,25860,6845
338,831926988323639298,367,36
339,831911600680497154,29798,7268
340,831670449226514432,11255,2018
341,831650051525054464,7737,2174
342,831552930092285952,9706,2558
343,831322785565769729,9881,1705
344,831315979191906304,7003,1237
345,831309418084069378,12607,2713
346,831262627380748289,12835,2289
347,830956169170665475,8596,1681
348,830583320585068544,72149,18781
349,830173239259324417,0,6369
350,830097400375152640,10605,3354
351,829878982036299777,0,5600
352,829861396166877184,13208,2190
353,829501995190984704,34243,11826
354,829449946868879360,11310,2270
355,829374341691346946,37415,10405
356,829141528400556032,26473,8278
357,829011960981237760,57204,18104
358,828801551087042563,0,3797
359,828770345708580865,27603,6561
360,828708714936930305,39529,12523
361,828650029636317184,10277,1501
362,828409743546925057,6782,1282
363,828408677031882754,8260,1430
364,828381636999917570,13642,2485
365,828376505180889089,7987,1187
366,828372645993398273,13530,3266
367,828361771580813312,2369,191
368,828046555563323392,12725,3191
369,828011680017821696,11192,2392
370,827933404142436356,21789,5844
371,827653905312006145,16701,3352
372,827600520311402496,8015,1055
373,827324948884643840,17177,3421
374,827199976799354881,11455,2507
375,826958653328592898,23361,5600
376,826848821049180160,39545,11494
377,826615380357632002,0,4406
378,826598799820865537,5539,286
379,826598365270007810,10906,2627
380,826476773533745153,19931,4692
381,826240494070030336,14353,2894
382,826204788643753985,5273,1051
383,826115272272650244,16985,3504
384,825876512159186944,11332,2094
385,825829644528148480,13782,2788
386,825535076884762624,56334,19251
387,825147591692263424,19845,5122
388,825120256414846976,0,1444
389,825026590719483904,6898,1444
390,824796380199809024,0,6145
391,824775126675836928,16225,3954
392,824663926340194305,10917,1946
393,824325613288833024,12779,11614
394,824297048279236611,16294,4331
395,824025158776213504,5171,665
396,823939628516474880,11548,3038
397,823719002937630720,0,12634
398,823699002998870016,13632,2705
399,823581115634085888,14139,2974
400,823333489516937216,759,29
401,823322678127919110,17105,4521
402,823269594223824897,0,11076
403,822975315408461824,18789,3866
404,822872901745569793,143784,49305
405,822859134160621569,14335,2562
406,822647212903690241,0,7190
407,822610361945911296,16032,3327
408,822489057087389700,19722,7190
409,822462944365645825,31127,16614
410,822244816520155136,38086,11076
411,822163064745328640,0,5419
412,821886076407029760,12351,2633
413,821813639212650496,0,3750
414,821765923262631936,9168,1864
415,821522889702862852,8711,1984
416,821421320206483457,0,6281
417,821407182352777218,12828,4903
418,821153421864615936,276,10
419,821149554670182400,9519,2265
420,821107785811234820,10451,2400
421,821044531881721856,13756,2572
422,820837357901512704,0,7519
423,820749716845686786,34351,11189
424,820690176645140481,13290,3626
425,820494788566847489,0,636
426,820446719150292993,0,2907
427,820314633777061888,3635,636
428,820078625395449857,21543,7063
429,820013781606658049,0,1329
430,819952236453363712,5806,1329
431,819924195358416896,14018,5451
432,819711362133872643,14637,3528
433,819588359383371776,10410,2215
434,819347104292290561,7860,1349
435,819238181065359361,2497,453
436,819227688460238848,25153,7519
437,819015337530290176,0,41136
438,819015331746349057,0,21234
439,819006400881917954,49096,21234
440,819004803107983360,93907,41136
441,818646164899774465,0,23436
442,818627210458333184,24174,8363
443,818614493328580609,10757,2908
444,818588835076603904,0,6937
445,818536468981415936,11905,2790
446,818307523543449600,0,9141
447,818259473185828864,11993,2562
448,818145370475810820,13407,2923
449,817908911860748288,5264,889
450,817827839487737858,56570,30504
451,817777686764523521,11659,3002
452,817536400337801217,12862,3417
453,817502432452313088,0,3818
454,817423860136083457,37396,16935
455,817415592588222464,6129,1087
456,817181837579653120,0,9591
457,817171292965273600,9511,2262
458,817120970343411712,13229,2949
459,817056546584727552,9346,1862
460,816829038950027264,0,5328
461,816816676327063552,10895,2300
462,816697700272001025,10687,2479
463,816450570814898180,33360,9141
464,816336735214911488,9386,2208
465,816091915477250048,9736,2426
466,816062466425819140,0,1179
467,816014286006976512,0,5999
468,815990720817401858,5446,1179
469,815966073409433600,24539,9591
470,815745968457060357,0,4654
471,815736392542261248,10733,2556
472,815639385530101762,8989,1858
473,815390420867969024,11273,4283
474,814986499976527872,8333,1463
475,814638523311648768,12300,3057
476,814578408554463233,0,6566
477,814530161257443328,9463,2096
478,814153002265309185,31399,9811
479,813944609378369540,0,3644
480,813910438903693312,10140,2125
481,813812741911748608,39680,15819
482,813800681631023104,9125,1999
483,813217897535406080,20399,8231
484,813202720496779264,10017,2032
485,813187593374461952,21677,4927
486,813172488309972993,10204,2169
487,813157409116065792,8457,2498
488,813142292504645637,9194,2659
489,813130366689148928,4875,500
490,813127251579564032,12978,3546
491,813112105746448384,11296,3119
492,813096984823349248,11498,4086
493,813081950185472002,10799,3126
494,813066809284972545,8694,2196
495,813051746834595840,22885,8259
496,812781120811126785,8266,2158
497,812747805718642688,0,7854
498,812709060537683968,7240,1618
499,812503143955202048,6657,1385
500,812466873996607488,8740,2178
501,812372279581671427,14962,4145
502,811985624773361665,7953,1590
503,811744202451197953,8259,1825
504,811647686436880384,6092,841
505,811627233043480576,14007,3547
506,811386762094317568,22844,7234
507,810984652412424192,5836,1614
508,810896069567610880,9897,2025
509,810657578271330305,11994,2985
510,810284430598270976,38835,12960
511,810254108431155201,16072,3797
512,809920764300447744,16934,4406
513,809808892968534016,0,5554
514,809448704142938112,7582,1664
515,809220051211603969,21824,6369
516,809084759137812480,14447,3960
517,808838249661788160,11054,3437
518,808733504066486276,8641,2445
519,808501579447930884,12352,2929
520,808344865868283904,46496,23436
521,808134635716833280,0,6749
522,808106460588765185,9545,2463
523,808001312164028416,13765,3994
524,807621403335917568,15967,4161
525,807106840509214720,123335,61318
526,807059379405148160,0,8296
527,807010152071229440,14269,4313
528,806629075125202948,82428,39610
529,806620845233815552,0,6241
530,806576416489959424,5296,2182
531,806542213899489280,11177,2688
532,806242860592926720,0,13239
533,806219024703037440,7021,1357
534,805958939288408065,0,6073
535,805932879469572096,9038,2148
536,805826884734976000,7202,2073
537,805823200554876929,0,9121
538,805520635690676224,6270,1873
539,805487436403003392,9592,2864
540,805207613751304193,8519,1922
541,804738756058218496,15055,4358
542,804475857670639616,6744,2278
543,804413760345620481,0,3635
544,804026241225523202,48861,18359
545,803773340896923648,11012,3133
546,803692223237865472,0,8424
547,803638050916102144,12031,4692
548,803380650405482500,8476,2107
549,803321560782307329,0,6047
550,803276597545603072,10999,2795
551,802952499103731712,9892,2269
552,802624713319034886,0,3312
553,802600418706604034,7803,1663
554,802572683846291456,9797,2844
555,802323869084381190,17805,6617
556,802265048156610565,6942,1540
557,802239329049477120,9937,2947
558,802185808107208704,0,306
559,801958328846974976,8463,1930
560,801854953262350336,1926,264
561,801538201127157760,8971,2330
562,801285448605831168,6652,937
563,801167903437357056,26901,6749
564,801127390143516673,0,4503
565,801115127852503040,8848,2362
566,800859414831898624,758,109
567,800855607700029440,0,1841
568,800751577355128832,11501,3133
569,800513324630806528,14407,3405
570,800459316964663297,10356,2428
571,800443802682937345,0,4905
572,800388270626521089,12224,3164
573,800188575492947969,0,4453
574,800141422401830912,16781,2907
575,800018252395122689,31148,14931
576,799774291445383169,0,5327
577,799757965289017345,9219,2447
578,799422933579902976,8816,2159
579,799308762079035393,0,6286
580,799297110730567681,10871,3151
581,799063482566066176,8875,2787
582,798933969379225600,14444,5073
583,798925684722855936,8140,1625
584,798705661114773508,0,7506
585,798701998996647937,0,8862
586,798697898615730177,0,7385
587,798694562394996736,0,5649
588,798686750113755136,0,2631
589,798682547630837760,0,5376
590,798673117451325440,0,6311
591,798665375516884993,0,4413
592,798644042770751489,0,2097
593,798628517273620480,0,2221
594,798585098161549313,0,6472
595,798576900688019456,0,6681
596,798340744599797760,0,3815
597,798209839306514432,11365,2886
598,797971864723324932,12784,3564
599,797545162159308800,15921,5494
600,797236660651966464,21943,7510
601,797165961484890113,253,32
602,796904159865868288,0,10115
603,796865951799083009,8409,2150
604,796759840936919040,13028,3474
605,796563435802726400,0,8298
606,796484825502875648,8315,1996
607,796387464403357696,12092,4720
608,796177847564038144,0,16228
609,796149749086875649,35535,16228
610,796125600683540480,5429,2026
611,796116448414461957,9960,2744
612,796080075804475393,9265,2622
613,796031486298386433,11852,4186
614,795464331001561088,54691,27003
615,795400264262053889,11081,3244
616,795076730285391872,17809,6145
617,794983741416415232,0,3818
618,794926597468000259,11279,2624
619,794355576146903043,0,11671
620,794332329137291264,10494,2996
621,794205286408003585,10114,3774
622,793962221541933056,18498,5554
623,793845145112371200,10111,2123
624,793614319594401792,0,3546
625,793601777308463104,8751,1852
626,793500921481273345,11741,2705
627,793286476301799424,27035,10420
628,793271401113350145,9480,2672
629,793256262322548741,21936,9435
630,793241302385262592,11565,3713
631,793226087023144960,10794,3234
632,793210959003287553,9806,3199
633,793195938047070209,16753,6361
634,793180763617361921,7579,2243
635,793165685325201412,10317,3153
636,793150605191548928,6776,1938
637,793135492858580992,7085,2811
638,793120401413079041,13932,4415
639,792913359805018113,15759,4559
640,792883833364439040,12418,4837
641,792773781206999040,8061,1907
642,792394556390137856,14825,4864
643,792050063153438720,7885,2033
644,791821351946420224,0,23832
645,791784077045166082,0,10955
646,791780927877898241,0,4303
647,791774931465953280,49462,25193
648,791672322847637504,12891,3546
649,791406955684368384,14410,4654
650,791312159183634433,9648,2871
651,791026214425268224,0,4679
652,790987426131050500,10874,2417
653,790946055508652032,18240,5328
654,790723298204217344,0,2627
655,790698755171364864,9004,2156
656,790581949425475584,22690,8105
657,790337589677002753,8593,2113
658,790277117346975746,13791,3644
659,790227638568808452,0,4061
660,789986466051088384,10178,2627
661,789960241177853952,0,4709
662,789903600034189313,11411,4684
663,789628658055020548,8277,2016
664,789599242079838210,7458,2190
665,789530877013393408,12902,3818
666,789314372632018944,9447,2609
667,789280767834746880,0,5600
668,789268448748703744,10016,2933
669,789137962068021249,10663,3157
670,788908386943430656,30031,14047
671,788765914992902144,30096,11671
672,788552643979468800,0,8186
673,788412144018661376,17116,6014
674,788178268662984705,7951,2413
675,788150585577050112,6750,1478
676,788070120937619456,0,3858
677,788039637453406209,6730,1495
678,787810552592695296,9525,3453
679,787717603741622272,11202,3147
680,787397959788929025,11890,3202
681,787322443945877504,8554,1976
682,787111942498508800,0,7581
683,786963064373534720,29129,9068
684,786729988674449408,0,2738
685,786709082849828864,19926,6884
686,786664955043049472,11703,2907
687,786595970293370880,10306,3510
688,786363235746385920,11959,3963
689,786286427768250368,8759,3246
690,786233965241827333,16825,5419
691,786051337297522688,1580,174
692,786036967502913536,0,7990
693,785927819176054784,12470,3568
694,785872687017132033,7328,2065
695,785639753186217984,8556,2499
696,785533386513321988,9995,2275
697,785515384317313025,6681,1433
698,785264754247995392,7970,1852
699,785170936622350336,13262,5501
700,784826020293709826,11125,3635
701,784517518371221505,9837,2868
702,784431430411685888,6222,1447
703,784183165795655680,22064,9121
704,784057939640352768,32785,12634
705,783839966405230592,32975,12230
706,783821107061198850,8064,2219
707,783695101801398276,11430,3631
708,783466772167098368,9275,2546
709,783391753726550016,18517,6231
710,783347506784731136,0,6342
711,783334639985389568,32015,13239
712,783085703974514689,8927,2501
713,782969140009107456,26425,8296
714,782747134529531904,8166,1569
715,782722598790725632,18904,6073
716,782598640137187329,8539,2125
717,782305867769217024,18260,6281
718,782021823840026624,0,7052
719,781955203444699136,12144,3796
720,781661882474196992,11432,3056
721,781655249211752448,4379,1258
722,781524693396357120,22717,6241
723,781308096455073793,7803,2870
724,781251288990355457,9253,2372
725,781163403222056960,10688,3073
726,780931614150983680,23673,8298
727,780858289093574656,7867,2249
728,780800785462489090,6040,1464
729,780601303617732608,13238,3750
730,780543529827336192,6896,1959
731,780496263422808064,0,4201
732,780476555013349377,0,133
733,780459368902959104,5779,1198
734,780192070812196864,9536,2526
735,780092040432480260,0,2590
736,780074436359819264,13412,5637
737,779834332596887552,20815,7990
738,779377524342161408,9657,3514
739,779124354206535695,0,20746
740,779123168116150273,12906,4104
741,779056095788752897,16178,5103
742,778990705243029504,21893,8215
743,778774459159379968,0,11217
744,778764940568104960,937,413
745,778748913645780993,7546,1506
746,778650543019483137,6316,1685
747,778624900596654080,5079,1137
748,778408200802557953,14887,4893
749,778396591732486144,0,13791
750,778383385161035776,6389,1238
751,778286810187399168,11347,3728
752,778039087836069888,9260,2980
753,778027034220126208,7172,1831
754,777953400541634568,0,3963
755,777885040357281792,6942,1846
756,777684233540206592,12272,3312
757,777641927919427584,0,4805
758,777621514455814149,9556,2810
759,777189768882946048,15617,4863
760,776819012571455488,0,15432
761,776813020089548800,5326,1360
762,776477788987613185,9684,3152
763,776249906839351296,0,10327
764,776218204058357768,32763,17977
765,776201521193218049,10469,2833
766,776113305656188928,12828,4905
767,776088319444877312,2001,171
768,775898661951791106,0,17403
769,775842724423557120,12772,3020
770,775733305207554048,15128,4503
771,775729183532220416,14094,5156
772,775364825476165632,8125,3359
773,775350846108426240,11075,4404
774,775085132600442880,16955,5327
775,774757898236878852,9304,1984
776,774639387460112384,7334,1955
777,774314403806253056,23734,6286
778,773985732834758656,11708,4362
779,773922284943896577,6967,1943
780,773704687002451968,7192,1837
781,773670353721753600,5811,1457
782,773547596996571136,24041,6937
783,773336787167145985,0,5738
784,773308824254029826,25321,8404
785,773247561583001600,10206,3598
786,773191612633579521,10889,4615
